ENTRY_AC,ENTRY_TYPE,ENTRY_NAME
IPR020618,Family,Adenylate kinase isoenzyme 6
IPR020621,Family,"ATP phosphoribosyltransferase HisG, long form"
IPR020629,Family,Formamidopyrimidine-DNA glycosylase
IPR020653,Family,"Tryptophan-tRNA ligase, archaea"
IPR020667,Family,"DNA mismatch repair protein, MutL"
IPR020672,Family,"Ribose-5-phosphate isomerase, type A, subgroup"
IPR020761,Family,"Uncharacterised protein family UPF0114, bacteria"
IPR020787,Family,"Ribonuclease HII, archaea"
IPR020792,Family,"Sulphate adenylyltransferase, prokaryotic-type"
IPR020797,Family,"Cytidine deaminase, bacteria"
IPR020814,Family,"Small ribosomal subunit protein bS6, plastid/chloroplast"
IPR020818,Family,GroES chaperonin family
IPR020831,Family,Glyceraldehyde/Erythrose phosphate dehydrogenase family
IPR020849,Family,"Small GTPase, Ras-type"
IPR020852,Family,"Ribonucleotide reductase, class Ib, NrdI, bacterial"
IPR020868,Family,Bifunctional enzyme Fae/Hps
IPR020869,Family,"Exosome complex component Rrp42, archaea"
IPR020874,Family,"NAD(P)H-quinone oxidoreductase, subunit N"
IPR020876,Family,Tyrosine recombinase XerD-like
IPR020885,Family,Uncharacterised protein family UPF0367
IPR020886,Family,"Putative HTH-type transcriptional regulator, archaea"
IPR020888,Family,"Ribulose bisphosphate carboxylase large subunit, type I"
IPR020889,Family,LPS-assembly protein LptD
IPR020890,Family,"Transcription regulator HTH, HdfR"
IPR020905,Family,NAD(P)H-quinone oxidoreductase subunit O
IPR020908,Family,Uncharacterised protein family UPF0738
IPR020910,Family,Uncharacterised protein family UPF0370
IPR020911,Family,Uncharacterised protein family UPF0325
IPR020914,Family,Probable succinate transporter subunit YjjB
IPR020915,Family,Uncharacterised protein family UPF0311
IPR020917,Family,Primosomal protein 1
IPR020918,Family,Peptide chain release factor aRF1
IPR020920,Family,"L-lactate dehydrogenase, bacterial"
IPR020921,Family,Erythronate-4-phosphate dehydrogenase
IPR020922,Family,dITP/XTP pyrophosphatase
IPR020923,Family,DNA ligase B
IPR020926,Family,"Large ribosomal subunit protein eL15, archaeal"
IPR020930,Family,"Large ribosomal subunit protein uL5, bacterial-type"
IPR020936,Family,tRNA uridine(34) hydroxylase
IPR020945,Family,DMSO/Nitrate reductase chaperone
IPR020946,Family,Flavin monooxygenase-like
IPR020948,Family,Phosphate-starvation-induced PsiE-like
IPR020954,Family,"Rickettsia surface antigen, 120kDa"
IPR020966,Family,Aluminum-activated malate transporter
IPR020984,Family,Speedy
IPR021082,Family,Protein GAPT
IPR021102,Family,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
IPR021110,Family,DNA replication/checkpoint protein
IPR021127,Family,CRISPR-associated endonuclease Cas2
IPR021130,Family,Phosphoribosyl-ATP pyrophosphohydrolase-like
IPR021135,Family,Phosphoenolpyruvate carboxylase
IPR021137,Family,Large ribosomal subunit protein bL35-like
IPR021144,Family,Uncharacterised protein family UPF0597
IPR021147,Family,Protein of unknown function DUF697
IPR021156,Family,Transcription elongation factor A-like/Brain expressed X-linked
IPR021162,Family,"Histone H3-K79 methyltransferase, fungi"
IPR021165,Family,"Saposin, chordata"
IPR021203,Family,Muellerian-inhibiting factor
IPR021278,Family,ATP synthase subunit K
IPR021304,Family,Adenovirus L4-33K/L4-22K
IPR021325,Family,"Cofactor assembly of complex C subunit B, CCB2/CCB4"
IPR021346,Family,Translation machinery-associated protein 16
IPR021403,Family,Protein of unknown function DUF3043
IPR021410,Family,The fantastic four family
IPR021611,Family,Spindle pole body component Spc42
IPR021617,Family,Protein of unknown function DUF3231
IPR021654,Family,Histone-lysine N-methyltransferase EZH1/EZH2
IPR021986,Family,Spherulation-specific family 4
IPR021988,Family,Beta-mannosyltransferase
IPR022088,Family,Intraflagellar transport complex B protein 46
IPR022097,Family,Transcription factor SOX
IPR022115,Family,Protein of unknown function DUF3654
IPR022209,Family,Pre-mRNA splicing factor
IPR022271,Family,"Lipocalin, ApoD type"
IPR022278,Family,Phosphoserine aminotransferase
IPR022279,Family,Pup--protein ligase
IPR022281,Family,ATP-dependent protease subunit HslV
IPR022284,Family,Glycerol-3-phosphate O-acyltransferase/Dihydroxyacetone phosphate acyltransferase
IPR022309,Family,Ribosomal protein eS8/ribosomal biogenesis NSA2
IPR022320,Family,Tumour necrosis factor receptor 17
IPR022343,Family,GCR1-cAMP receptor
IPR022352,Family,Insulin/IGF/relaxin
IPR022354,Family,Pheromone-binding protein Gp-9
IPR022366,Family,Pup deamidase
IPR022380,Family,Glutamyl-Q tRNA(Asp) synthetase
IPR022381,Family,Uncharacterised protein family MG067
IPR022401,Family,Cysteate synthase
IPR022433,Family,Lipid kinase YegS
IPR022450,Family,"tRNA N6-adenosine threonylcarbamoyltransferase, TsaD"
IPR022474,Family,"Thiopurine S-methyltransferase, Se/Te detoxification"
IPR022481,Family,"Large ribosomal subunit protein eL8, archaea"
IPR022482,Family,Proteasome ATPase
IPR022490,Family,Protein translocase subunit SecA2
IPR022495,Family,Serine/threonine-protein kinase Bud32
IPR022528,Family,"6-phosphogluconolactonase, YbhE-like"
IPR022546,Family,Uncharacterised protein family Ycf68
IPR022612,Family,Long-chain fatty aldehyde decarbonylase
IPR022626,Family,Protein of unknown function DUF2740
IPR022645,Family,"Protein-export membrane protein SecD/SecF, bacterial"
IPR022684,Family,"Peptidase C2, calpain family"
IPR022689,Family,Iron dependent repressor
IPR022694,Family,3-hydroxyacyl-CoA dehydrogenase
IPR022695,Family,"Histidinol dehydrogenase, monofunctional"
IPR022736,Family,"Non-structural protein NS6, betacoronavirus"
IPR022796,Family,Chlorophyll A-B binding protein
IPR022801,Family,Small ribosomal subunit protein uS4
IPR022804,Family,"Large ribosomal subunit protein uL5, archaeal"
IPR022805,Family,"Phosphoenolpyruvate carboxylase, bacterial/plant-type"
IPR022812,Family,Dynamin
IPR022813,Family,"Protein-export membrane protein SecD/SecF, archaeal and bacterial"
IPR022819,Family,Poxvirus Bcl-2-like
IPR022822,Family,Lactate utilization protein A
IPR022828,Family,"Thiazole biosynthetic enzyme, prokaryotic"
IPR022832,Family,Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
IPR022834,Family,"8-amino-7-oxononanoate synthase, Proteobacteria"
IPR022835,Family,Chaperone modulatory protein CbpM
IPR022838,Family,GTP cyclohydrolase FolE2
IPR022839,Family,ArnT
IPR022840,Family,GTP cyclohydrolase MptA
IPR022844,Family,"Glycogen debranching enzyme, bacterial"
IPR022845,Family,"Small ribosomal subunit protein eS31, archaea"
IPR022846,Family,Xaa-Pro dipeptidase
IPR022847,Family,"Translation elongation factor IF5A, archaeal"
IPR022848,Family,Small heat shock protein IbpB
IPR022849,Family,"Peptidase S12, YfeW/YbbE-like"
IPR022852,Family,Carnitinyl-CoA dehydratase
IPR022854,Family,Transcriptional regulator GfcR
IPR022857,Family,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IPR022858,Family,Metallothiol transferase FosB
IPR022861,Family,"Glutamine-tRNA ligase, bacterial"
IPR022863,Family,"Ribosomal protein uS12, archaea"
IPR022864,Family,"DnaA regulatory inactivator Hda, Enterobacteriaceae"
IPR022865,Family,"DNA ligase, ATP-dependent, bacterial/archaeal"
IPR022866,Family,Heat shock protein HspQ
IPR022867,Family,Protein-methionine-sulfoxide reductase subunit MsrP
IPR022870,Family,Phycocyanobilin:ferredoxin oxidoreductase
IPR022871,Family,"Para-hydroxybenzoic acid efflux pump, subunit AaeA"
IPR022876,Family,Redox-sensing transcriptional repressor Rex
IPR022877,Family,Protein of unknown funcion UPF0173
IPR022878,Family,V-type ATP synthase catalytic alpha chain
IPR022879,Family,V-type ATP synthase regulatory subunit B/beta
IPR022880,Family,DNA polymerase IV
IPR022885,Family,NAD(P)H-quinone oxidoreductase subunit D/H
IPR022889,Family,"DNA-binding protein, archaeal"
IPR022890,Family,"Ferredoxin--NADP reductase, type 2"
IPR022891,Family,"Triosephosphate isomerase, archaeal"
IPR022892,Family,Ribonuclease HI
IPR022893,Family,Shikimate dehydrogenase family
IPR022894,Family,Oligoribonuclease
IPR022895,Family,Flap endonuclease Xni
IPR022896,Family,"Triosephosphate isomerase, bacterial/eukaryotic"
IPR022897,Family,HTH-type transcription regulator MntR
IPR022898,Family,Ribonuclease HII
IPR022903,Family,"Glycine cleavage system T protein, bacteria"
IPR022905,Family,DNA-directed RNA polymerase subunit Rpo11-like
IPR022906,Family,Uncharacterised protein family UPF0127
IPR022907,Family,VapC family
IPR022909,Family,"Large ribosomal subunit protein uL10, archaea"
IPR022910,Family,Thiol:disulphide interchange protein DsbD
IPR022911,Family,"Phenylalanine-tRNA ligase alpha chain 1, bacterial"
IPR022915,Family,"Peroxiredoxin, TDXH subfamily"
IPR022916,Family,Protein of unknown function UPF0349
IPR022918,Family,"Phenylalanine-tRNA ligase beta chain 2, archaeal type"
IPR022919,Family,"Peptidase M48, protease HtpX, putative"
IPR022920,Family,Disulphide bond formation protein DsbB
IPR022923,Family,"tRNA (guanine(26)-N(2))-dimethyltransferase, archaeal and bacterial"
IPR022924,Family,Cardiolipin synthase
IPR022925,Family,NAD-capped RNA hydrolase NudC
IPR022926,Family,NH(3)-dependent NAD(+) synthetase
IPR022927,Family,RNA pyrophosphohydrolase RppH
IPR022929,Family,Putative manganese efflux pump MntP
IPR022930,Family,Protein of unknown function UPF0316
IPR022934,Family,"Manganese-dependent inorganic pyrophosphatase, probable"
IPR022935,Family,ATP-dependent Clp protease adaptor protein ClpS
IPR022937,Family,"Mevalonate kinase, archaeal"
IPR022939,Family,"Nitrobindin, bacteria/plant"
IPR022941,Family,"Signal recognition particle, SRP54 subunit"
IPR022944,Family,"ATPase, V1 complex, subunit F, bacterial/archaeal"
IPR022946,Family,Uncharacterised protein family UPF0313
IPR022951,Family,Uncharacterised protein family UPF0309
IPR022953,Family,ATP-dependent 6-phosphofructokinase
IPR022955,Family,GMP synthase
IPR022956,Family,"Beta-hexosaminidase, bacterial"
IPR022957,Family,Uncharacterised protein family UPF0299
IPR022961,Family,"Glycine-tRNA ligase, bacterial"
IPR022962,Family,"Soluble pyridine nucleotide transhydrogenase, gammaproteobacteria"
IPR022963,Family,"Galactokinase, bacterial"
IPR022969,Family,Chloride channel YfeO
IPR022970,Family,Nucleoside triphosphate hydrolase-related
IPR022971,Family,5'-deoxynucleotidase YfbR
IPR022973,Family,"Large ribosomal subunit protein uL10, bacterial"
IPR022976,Family,Non-specific ribonucleoside hydrolase RihC
IPR022978,Family,Monofunctional glycosyl transferase
IPR022980,Family,"Photosystem I, reaction centre subunit XI"
IPR022982,Family,"DNA double-strand break repair Rad50 ATPase, archaeal type"
IPR022985,Family,Sulfate transporter CysZ
IPR022987,Family,Uncharacterised protein family UPF0227
IPR022988,Family,Nickel-responsive transcriptional regulator NikR
IPR022990,Family,Ribosome rescue factor SmrB
IPR022992,Family,"Uncharacterised protein family UPF0213, GIY-YIG endonuclease"
IPR022997,Family,NADH-quinone oxidoreductase chain 4
IPR022999,Family,"Transaldolase type 3B, putative"
IPR023006,Family,YchJ-like
IPR023008,Family,Uncharacterized MFS-type transporter YhhS-like
IPR023009,Family,Tyrosine recombinase XerC/XerD
IPR023012,Family,Probable glycine dehydrogenase (decarboxylating) subunit 2
IPR023016,Family,HisA/PriA
IPR023018,Family,"Transport protein YidE, putative"
IPR023019,Family,Histidine biosynthesis bifunctional protein HisIE
IPR023023,Family,"dNTP triphosphohydrolase, type 2"
IPR023025,Family,Serine/threonine transporter SstT
IPR023026,Family,Tryptophan synthase beta chain/beta chain-like
IPR023028,Family,Mannitol-1-phosphate 5-dehydrogenase
IPR023029,Family,"Small ribosomal subunit protein uS15, archaea/eukaryotes"
IPR023030,Family,Bifunctional protein HldE
IPR023031,Family,Orotate phosphoribosyltransferase
IPR023032,Family,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
IPR023033,Family,"Alanine-tRNA ligase, eukaryota/bacteria"
IPR023034,Family,Peptidyl-prolyl isomerase SurA
IPR023035,Family,"Small ribosomal subunit protein uS9, bacterial/plastid"
IPR023036,Family,"Small ribosomal subunit protein uS14, bacteria/plastid"
IPR023042,Family,"Peptidase M17, leucine aminopeptidase"
IPR023043,Family,"NAD(P)H-quinone oxidoreductase subunit 3, bacterial/plastid"
IPR023045,Family,Molybdenum cofactor biosynthesis C
IPR023047,Family,"Probable cyclic pyranopterin monophosphate synthase accessory protein, archaea"
IPR023048,Family,"NADH:quinone oxidoreductase, FMN-dependent"
IPR023049,Family,"Glucose-1-phosphate adenylyltransferase GlgC, bacterial"
IPR023050,Family,Bifunctional protein PyrR
IPR023051,Family,Low affinity potassium transport system protein Kup
IPR023052,Family,Cell division protein SepF
IPR023053,Family,"Small ribosomal subunit protein uS14, bacteria"
IPR023055,Family,"Putative competence-damage inducible protein, Archaea"
IPR023059,Family,Foldase protein PrsA
IPR023061,Family,"Selenophosphate synthetase, class I"
IPR023062,Family,"NADH dehydrogenase, subunit CD"
IPR023063,Family,"FeS A-type assembly protein ErpA, proteobacteria"
IPR023064,Family,D-ribose pyranase
IPR023065,Family,Uncharacterised protein family ApaG
IPR023066,Family,"Quinolinate synthase A, type 2"
IPR023067,Family,"DNA protection during starvation protein, gammaproteobacteria"
IPR023068,Family,"CCA-adding enzyme, firmicutes"
IPR023069,Family,Chaperone TorD
IPR023070,Family,DnaA initiator-associating protein
IPR023071,Family,"Transcriptional regulator, SlyA"
IPR023072,Family,"Acetyltransferase, YpeA"
IPR023079,Family,"Sedoheptulose-1,7-bisphosphatase"
IPR023080,Family,D-amino acid dehydrogenase DadA
IPR023081,Family,Cell division protein FtsB
IPR023084,Family,"Proteinase inhibitor I11, ecotin, gammaproteobacteria"
IPR023085,Family,UDP-N-acetyl-D-mannosaminuronic acid transferase
IPR023086,Family,"Phosphoglycerate mutase, GpmB, probable"
IPR023088,Family,3'5'-cyclic nucleotide phosphodiesterase
IPR023172,Family,"Peptidase S51, dipeptidase E"
IPR023186,Family,Inosine/uridine-preferring nucleoside hydrolase
IPR023205,Family,Thiol:disulphide interchange protein DsbA/DsbL
IPR023209,Family,D-amino-acid oxidase
IPR023267,Family,RNA (C5-cytosine) methyltransferase
IPR023270,Family,"tRNA (C5-cytosine) methyltransferase, NCL1"
IPR023273,Family,"RNA (C5-cytosine) methyltransferase, NOP2"
IPR023274,Family,Aquaporin 1
IPR023332,Family,Proteasome alpha-type subunit
IPR023333,Family,Proteasome B-type subunit
IPR023426,Family,Flap endonuclease 1
IPR023434,Family,"Argininosuccinate synthase, type 1 subfamily"
IPR023436,Family,"D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit GatZ"
IPR023437,Family,"Argininosuccinate synthase, type 2 subfamily"
IPR023439,Family,Malonate decarboxylase/citrate lyase acyl carrier protein
IPR023445,Family,"Arginine exporter protein ArgO, enterobacteria"
IPR023449,Family,L-carnitine/gamma-butyrobetaine antiporter CaiT
IPR023450,Family,Crotonobetainyl-CoA reductase CaiA
IPR023452,Family,L-carnitine CoA-transferase CaiB
IPR023454,Family,"Small ribosomal subunit protein uS2, archaeal"
IPR023457,Family,"Methionine-tRNA synthetase, type 2"
IPR023458,Family,"Methionine-tRNA ligase, type 1"
IPR023459,Family,Transcription elongation factor GreA/GreB family
IPR023463,Family,"Electron transfer flavoprotein, FixA subunit"
IPR023468,Family,Riboflavin kinase
IPR023472,Family,Uncharacterised protein family MJ0810
IPR023473,Family,AMMECR1
IPR023477,Family,Adenylate kinase AdkA
IPR023479,Family,Pyridoxine/pyridoxal/pyridoxamine kinase
IPR023480,Family,Uncharacterised protein family UPF0312/YceI
IPR023481,Family,Uncharacterised protein family ViaA
IPR023482,Family,Uncharacterised protein family Ves
IPR023483,Family,Uncharacterised protein family SprT
IPR023488,Family,HTH-type transcriptional regulator Hpr
IPR023489,Family,"Haloalkane dehalogenase, subfamily 1"
IPR023490,Family,"HTH-type transcriptional regulator ArgP, gammaproteobacteria"
IPR023491,Family,"Acyl carrier protein phosphodiesterase, gammaproteobacteria"
IPR023493,Family,N-methyl-L-tryptophan oxidase MTOX
IPR023494,Family,Cytochrome c biogenesis protein Ccs1/CcsB/ResB
IPR023498,Family,Zinc transporter ZupT
IPR023499,Family,L-ribulose-5-phosphate 4-epimerase UlaF
IPR023501,Family,Proteasome-activating nucleotidase PAN
IPR023505,Family,N-acetyl-D-glucosamine kinase
IPR023506,Family,Trans-aconitate 2-methyltransferase
IPR023508,Family,Acetyl esterase
IPR023510,Family,"Methylmalonate-semialdehyde dehydrogenase, Gram-positive bacteria"
IPR023513,Family,"Quinolinate synthase A, type 1"
IPR023515,Family,"Quinolinate synthase A, type 3"
IPR023517,Family,"Amino acid/peptide transporter family, dipeptide and tripeptide permease A"
IPR023521,Family,"Translation release factor pelota, archaea"
IPR023524,Family,Uncharacterised protein family SprT-like
IPR023525,Family,"Ureidoglycolate lyase, bacterial"
IPR023526,Family,"Sulphur relay, TusB"
IPR023528,Family,"Major facilitator superfamily transporter, TsgA"
IPR023529,Family,RNA chaperone ProQ
IPR023530,Family,"Cytochrome b6, PetB"
IPR023533,Family,Ribosomal protein bS6-L-glutamate ligase
IPR023535,Family,Threonylcarbamoyl-AMP synthase
IPR023536,Family,"Coenzyme A disulphide reductase, staphyolococci"
IPR023541,Family,"rRNA small subunit methyltransferase B, enterobacteriaceae"
IPR023543,Family,rRNA small subunit methyltransferase C
IPR023544,Family,"ABC transporter, vitamin B12-binding protein"
IPR023545,Family,rRNA small subunit methyltransferase F
IPR023550,Family,PKHD-type hydroxylase
IPR023554,Family,ATP-dependent RNA helicase RhlB type
IPR023559,Family,Flagellar transcriptional activator FlhD
IPR023561,Family,"Carbonic anhydrase, alpha-class"
IPR023562,Family,Clp protease proteolytic subunit /Translocation-enhancing protein TepA
IPR023566,Family,Peptidyl-prolyl cis-trans isomerase Fpr3/Fpr4-like
IPR023585,Family,"Isoleucine-tRNA ligase, type 1"
IPR023588,Family,"Transcription regulator HTH, PurR"
IPR023589,Family,Processive diacylglycerol beta-glucosyltransferase
IPR023592,Family,D-galactonate dehydratase
IPR023593,Family,2-keto-3-deoxy-L-rhamnonate aldolase
IPR023599,Family,Membrane-associated protein TcaA
IPR023600,Family,"Folylpolyglutamate synthase, eukaryota"
IPR023609,Family,"Transcription regulator HTH, RhaS"
IPR023617,Family,"Tyrosine-tRNA ligase, archaeal/eukaryotic-type"
IPR023635,Family,Peptide deformylase
IPR023637,Family,Urocanase-like
IPR023639,Family,DNA primase small subunit PriS
IPR023643,Family,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase HcaB
IPR023644,Family,Nitrous-oxide reductase
IPR023652,Family,Sirohydrochlorin cobaltochelatase
IPR023654,Family,"Large ribosomal subunit protein eL32, archaeal"
IPR023656,Family,IMP biosynthesis enzyme PurP
IPR023657,Family,"Large ribosomal subunit protein eL40, archaeal"
IPR023659,Family,"Coenzyme F420:L-glutamate ligase, archaeal"
IPR023660,Family,Protein arginine kinase
IPR023662,Family,Rhomboid protease GlpG
IPR023667,Family,"NAD-dependent malic enzyme, proteobacteria"
IPR023669,Family,"Large ribosomal subunit protein uL1, archaea"
IPR023671,Family,ATPase RavA
IPR023678,Family,"Tyrosine-tRNA ligase, type 4"
IPR023679,Family,"Uncharacterised protein family UPF0761, bacterial"
IPR023684,Family,"Tyrosine-tRNA ligase, type 3"
IPR023690,Family,Cytoskeleton protein RodZ
IPR023691,Family,"ABC transporter, vitamin B12 import, permease protein BtuC"
IPR023695,Family,"Thiosulfate sulfurtransferase, bacterial"
IPR023697,Family,Multidrug resistance protein MdtL
IPR023698,Family,"3-isopropylmalate dehydrogenase, actinobacteria"
IPR023700,Family,"Divalent cation tolerance protein CutA, Enterobacteria"
IPR023703,Family,Membrane-bound lytic murein transglycosylase F
IPR023707,Family,Outer membrane protein assembly factor BamA
IPR023709,Family,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"
IPR023710,Family,Probable phosphatase YcdX
IPR023711,Family,"Transcription regulator HTH, UlaR"
IPR023713,Family,Endonuclease VIII
IPR023715,Family,"Trehalase, cytoplasmic"
IPR023716,Family,"Proline-tRNA ligase, class IIa, type 2"
IPR023717,Family,"Prolyl-tRNA synthetase, class IIa, type 1"
IPR023721,Family,Multidrug resistance protein MdtD
IPR023722,Family,"Enterobactin exporter, EntS"
IPR023724,Family,"Glucan biosynthesis, MdoD"
IPR023725,Family,Glucan biosynthesis glucosyltransferase H
IPR023726,Family,Threonine/serine transporter TdcC
IPR023727,Family,Lysophospholipid transporter LplT
IPR023728,Family,Small heat shock protein IbpA
IPR023729,Family,K(+)/H(+) antiporter NhaP2
IPR023730,Family,HTH-type transcriptional repressor NanR
IPR023733,Family,Pyrophosphatase PpaX
IPR023735,Family,Uncharacterised nudix hydrolase NudL
IPR023736,Family,Antiholin-like protein LrgA
IPR023737,Family,Spermidine export protein MdtI
IPR023738,Family,Maltoporin
IPR023739,Family,"3-phenylpropionate/cinnamic acid dioxygenase, ferredoxin subunit"
IPR023740,Family,Spermidine export protein MdtJ
IPR023741,Family,Lipoate-protein ligase A
IPR023743,Family,Aquaporin Z
IPR023745,Family,MSF-type transporter YcaD
IPR023746,Family,"Transcription regulator HTH, YidZ"
IPR023747,Family,Xanthine-guanine phosphoribosyltransferase
IPR023748,Family,"Replication factor C small subunit, archaeal"
IPR023754,Family,"Heme A synthase, type 2"
IPR023756,Family,Glyoxylate/hydroxypyruvate reductase B
IPR023758,Family,tRNA-modifying protein YgfZ
IPR023760,Family,Holin-like protein CidA
IPR023762,Family,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, bacterial"
IPR023763,Family,"DNA integrity scanning protein, DisA"
IPR023767,Family,Transcriptional regulator SgrR
IPR023768,Family,"Transcriptional regulator HTH-type, MalT"
IPR023775,Family,Bifunctional protein Aas
IPR023783,Family,Cation efflux pump FieF
IPR023784,Family,"2-oxoglutarate dehydrogenase E1 component, bacterial"
IPR023785,Family,"Regulator of RNA polymerase sigma(70) subunit, Rsd"
IPR023790,Family,"Chloride channel, voltage-gated, ClcB"
IPR023794,Family,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
IPR023861,Family,"Chloride channel, ClcA"
IPR023867,Family,"Anaerobic sulphatase maturase, radical SAM"
IPR023905,Family,Acetyldiaminopimelate deacetylase
IPR023915,Family,"UDP-GlcNAc diphosphorylase/GlcNAc-1-P N-acetyltransferase, GlmU, archaeal-type"
IPR023927,Family,"2,3-diaminopropionate biosynthesis protein SbnA"
IPR023935,Family,"Replication factor C, large subunit"
IPR023936,Family,Probable malonic semialdehyde reductase RutE-like
IPR023937,Family,Bis(5'-nucleosyl)-tetraphosphatase PrpE
IPR023939,Family,Cysteine desulfuration protein SufE
IPR023940,Family,Dihydrodipicolinate reductase
IPR023943,Family,Enolase-phosphatase E1
IPR023944,Family,Anaerobic nitric oxide reductase transcription regulator
IPR023945,Family,"N-acetylmannosamine kinase, bacterial"
IPR023947,Family,Glutathione-regulated potassium-efflux system ancillary protein KefG
IPR023950,Family,Flavohemoprotein
IPR023953,Family,Heme oxygenase IsdG
IPR023954,Family,C4-dicarboxylate transport protein
IPR023955,Family,"D-tagatose-bisphosphate aldolase, class II, subunit GatY"
IPR023956,Family,"Acireductone dioxygenase ARD, bacteria"
IPR023957,Family,Anaerobic nitric oxide reductase flavorubredoxin
IPR023958,Family,"Malate dehydrogenase, type 1, bacterial"
IPR023959,Family,Lipoprotein LpqB
IPR023985,Family,Mycofactocin-dependent oxidoreductase
IPR023988,Family,Mycofactocin precursor peptide
IPR024024,Family,D-alanyl transfer protein DltB
IPR024088,Family,"Tyrosine-tRNA ligase, bacterial-type"
IPR024104,Family,Pseudokinase tribbles family/serine-threonine-protein kinase 40
IPR024107,Family,"Tyrosine-tRNA ligase, bacterial-type, type 1"
IPR024108,Family,"Tyrosine-tRNA ligase, bacterial-type, type 2"
IPR024109,Family,"Tryptophan-tRNA ligase, bacterial-type"
IPR024111,Family,PEX5/PEX5L
IPR024134,Family,Superoxide dismutase (Cu/Zn) / superoxide dismutase copper chaperone
IPR024140,Family,Phorbol-12-myristate-13-acetate-induced protein 1
IPR024156,Family,"Small GTPase superfamily, ARF type"
IPR024165,Family,Aminoglycoside 3-phosphotransferase
IPR024176,Family,"Citrate synthase, bacterial-type"
IPR024177,Family,Biotin synthase
IPR024178,Family,Estrogen receptor/oestrogen-related receptor
IPR024182,Family,Vaccinia virus A55R
IPR024194,Family,Alginate O-acetyltransferase AlgI/D-alanyl transfer protein DltB
IPR024204,Family,"Cytochrome P450, cholesterol 7-alpha-monooxygenase-type"
IPR024206,Family,Gurmarin/antimicrobial peptide
IPR024236,Family,Serine/threonine-protein kinase 40
IPR024276,Family,Crustacean cardioactive peptide
IPR024364,Family,"Baseplate hub assembly protein, bacteriophage T4-like"
IPR024392,Family,Protein of unknown function DUF2688
IPR024471,Family,Protein of unknown function DUF2715
IPR024485,Family,Protein of unknown function DUF2680
IPR024509,Family,Anti-lipopolysaccharide factor/Scygonadin
IPR024575,Family,Cloacin/colicin
IPR024661,Family,"DNA-directed RNA polymerase III, subunit Rpc31"
IPR024681,Family,"Ribulose bisphosphate carboxylase, small subunit"
IPR024692,Family,"Phosphotransferase system, enzyme I"
IPR024706,Family,"Peroxiredoxin, AhpC-type"
IPR024709,Family,"Putative O-fucosyltransferase, plant"
IPR024711,Family,"Catalase, mono-functional, haem-containing, clades 1 and 3"
IPR024712,Family,"Catalase, mono-functional, haem-containing, clade 2"
IPR024791,Family,Cytochrome c oxidase subunit III
IPR024810,Family,MAB21L/Cyclic GMP-AMP synthase-like receptor
IPR024874,Family,Transcription factor Maf family
IPR024893,Family,"ATP phosphoribosyltransferase HisG, short form"
IPR024894,Family,Bifunctional pantoate ligase/cytidylate kinase
IPR024896,Family,Propionate kinase PduW
IPR024897,Family,Octanoyltransferase LipL
IPR024899,Family,Nitrogen fixation-sustaining protein CowN
IPR024900,Family,O-acetyl-ADP-ribose deacetylase
IPR024901,Family,FAPy deformylase
IPR024904,Family,Ornithine carbamoyltransferase
IPR024905,Family,Sec-independent protein translocase protein TatE
IPR024909,Family,Cysteinyl-tRNA synthetase/mycothiol ligase
IPR024914,Family,tRNA(Met) cytidine acetyltransferase TmcA
IPR024919,Family,ECF transporter transmembrane protein EcfT
IPR024920,Family,"Dihydroorotate dehydrogenase, class 1"
IPR024922,Family,Rubredoxin
IPR024928,Family,"E3 ubiquitin-protein ligase, SMURF1 type"
IPR024931,Family,Importin subunit alpha
IPR024933,Family,Septin and tuftelin interacting protein
IPR024940,Family,Transcription factor TCF/LEF
IPR024972,Family,HNS-dependent expression A
IPR025397,Family,"Succinate dehydrogenase subunit 5, mitochondrial"
IPR025417,Family,YrzO-like protein
IPR025501,Family,ATP binding protein MinD/FleN
IPR025594,Family,YebO-like protein
IPR025604,Family,Actin cytoskeleton-regulatory complex protein End3
IPR025654,Family,Peroxisome biogenesis factor 2/10
IPR025734,Family,EspG family
IPR025784,Family,Protein N-terminal and lysine N-methyltransferase EFM7
IPR025792,Family,"tRNA (guanine(37)-N(1))-methyltransferase, eukaryotic"
IPR025799,Family,Protein arginine N-methyltransferase
IPR025800,Family,Calmodulin-lysine N-methyltransferase
IPR025835,Family,Thiopurine S-methyltransferase
IPR025886,Family,Phloem protein 2-like
IPR025888,Family,Meiosis-specific protein MEI4
IPR025956,Family,Cytoplasmic dynein 1 intermediate chain 1/2
IPR026008,Family,Uridine kinase
IPR026018,Family,"Small ribosomal subunit protein uS7, archaeal"
IPR026024,Family,Chemotaxis protein methyltransferase CheR
IPR026038,Family,Putative phosphatidylglycerophosphatase
